Guatemala	0.2222222222222222
Guinea-Bissau	0.3333333333333333
Guyana	0.4
Haiti	0.5
Heard Island and Mcdonald Islands	0.28205128205128205
Holy See (Vatican City State)	0.189873417721519
Honduras	0.2653061224489796
Hong Kong	0.32786885245901637
Hungary	0.2168214090660841
Iceland	0.315625
India	0.09639830508474577
Indonesia	0.31066176470588236
Iran, Islamic Republic of	0.13297872340425532
Iraq	0.1111111111111111
Ireland	0.2059639389736477
Israel	0.24242424242424243
Italy	0.23611310463614182
Jamaica	0.3853211009174312
Japan	0.22161952731499418
Jordan	0.15384615384615385
Kazakhstan	0.1945392491467577
Kenya	0.23809523809523808
Kiribati	0.3333333333333333
Korea, Democratic People's Republic of	0.25
Korea, Republic of	0.20114942528735633
Kuwait	0.2777777777777778
Kyrgyzstan	0.2
Lao People's Democratic Republic	0.0
Latvia	0.3440453686200378
Lebanon	0.23214285714285715
Lesotho	0.14285714285714285
Liberia	1.0
Libyan Arab Jamahiriya	0.2857142857142857
Liechtenstein	0.21739130434782608
Lithuania	0.36873315363881404
Luxembourg	0.20408163265306123
Macao	0.3333333333333333
Macedonia	0.2988929889298893
Madagascar	0.3
Malawi	0.16666666666666666
Malaysia	0.3278236914600551
Maldives	0.5
Mali	0.2
Malta	0.25
Marshall Islands	0.25
Martinique	0.35
Mauritania	0.0
Mauritius	0.32142857142857145
Mayotte	0.0
Mexico	0.23976475910427505
Micronesia, Federated States of	0.34782608695652173
Moldova	0.2548262548262548
Monaco	0.14285714285714285
Mongolia	0.2
Montenegro	0.28125
Montserrat	0.4
Morocco	0.3333333333333333
Mozambique	0.18181818181818182
Myanmar	0.5
Namibia	0.16666666666666666
Nauru	0.1111111111111111
Nepal	0.14285714285714285
Netherlands	0.19711101000909917
Netherlands Antilles	0.3333333333333333
New Caledonia	0.2
New Zealand	0.2573260073260073
Nicaragua	0.21428571428571427
Niger	0.25
Nigeria	0.125
Niue	0.3076923076923077
Norfolk Island	0.25
Northern Mariana Islands	0.5
Norway	0.22000847816871555
Oman	0.3333333333333333
Pakistan	0.08
Palau	1.0
Palestinian Territory, Occupied	0.1388888888888889
Panama	0.3181818181818182
Papua New Guinea	0.43478260869565216
Paraguay	0.2692307692307692
Peru	0.2766439909297052
Philippines	0.4407114624505929
Pitcairn	0.12
Poland	0.33271468699839485
Portugal	0.23035230352303523
Puerto Rico	0.3248730964467005
Qatar	0.2692307692307692
Reunion	0.14634146341463414
Romania	0.38217338217338215
Russian Federation	0.2563552504558618
Rwanda	0.2857142857142857
Saint Helena	0.3333333333333333
Saint Kitts and Nevis	0.8
Saint Lucia	0.16666666666666666
Saint Pierre and Miquelon	0.4444444444444444
Saint Vincent and the Grenadines	0.4
Samoa	0.2
San Marino	0.25
Sao Tome and Principe	0.3076923076923077
Saudi Arabia	0.3333333333333333
Senegal	0.125
Serbia	0.2935507783543366
Seychelles	0.35
Sierra Leone	0.2222222222222222
Singapore	0.42657342657342656
Slovakia	0.20626276378488767
Slovenia	0.2576489533011272
Solomon Islands	0.3333333333333333
Somalia	0.09090909090909091
South Africa	0.18783542039355994
South Georgia and the South Sandwich Islands	0.29508196721311475
Spain	0.24272930648769575
Sri Lanka	0.1388888888888889
Sudan	0.0
Suriname	0.75
Svalbard and Jan Mayen	0.2631578947368421
Swaziland	0.1111111111111111
Sweden	0.23302783435166327
Switzerland	0.1945054945054945
Syrian Arab Republic	0.3
Taiwan	0.3343108504398827
Tajikistan	0.2222222222222222
Tanzania, United Republic of	0.1
Thailand	0.25918762088974856
Timor-Leste	0.42857142857142855
Togo	0.2
Tokelau	0.125
Tonga	0.2
Trinidad and Tobago	0.23076923076923078
Tunisia	0.3333333333333333
Turkey	0.29661590524534687
Turkmenistan	0.5555555555555556
Turks and Caicos Islands	0.0
Tuvalu	0.4090909090909091
Uganda	0.21739130434782608
Ukraine	0.2296708615682478
United Arab Emirates	0.24468085106382978
United Kingdom	0.21900733642760892
United States	0.2941157035715466
United States Minor Outlying Islands	0.2268041237113402
Uruguay	0.25630252100840334
Uzbekistan	0.20930232558139536
Vanuatu	0.23529411764705882
Venezuela	0.25755395683453236
Viet Nam	0.19658119658119658
Virgin Islands, British	0.4375
Virgin Islands, U.s.	0.48
Wallis and Futuna	0.25
Western Sahara	0.2222222222222222
Yemen	0.23076923076923078
Zambia	0.16666666666666666
Zimbabwe	0.24
